Curriculum code,Course introduction,Course objectives
2440122,"
虚拟现实技术（VR）和增强现实技术（AR）在我们生活中的应用越来越广泛，在教育界的应用更是意义显著，对提高教学效率和学生学习效果尤为重要，大学生需要成为虚拟现实技术的应用者与受益者。但当今真正懂得和了解VR与AR的人并不多，为了贯彻这个理念，本教学团队决定在软件学院开设「虚拟现实概论」这一门课。
本门课概念清晰、要点突出、说明细致透彻、以大量的典型案例贯穿其中的软硬件主旨。此外为了便于学生学习，上课特别对晦涩难懂的专业词汇全部进行了详细的反覆说明，使学生能够由浅入深地认识和掌握虚拟现实及增强现实技术，从而促进该技术的普及与应用。另外，本门课亦有上机课，透过上机的训练，让学生练习以滚球游戏为模版，以及Unity3D的设计工具来实作AR版的Android程序。

","
2016被业界称为“VR元年”，随着Oculus Rift， HTC Vive和索尼的PS VR全部亮相，虚拟现实热潮被点燃，在过去一年多的时间里，包括阿里、乐视、暴风科技等在内的40多家上市公司宣布进军VR领域。VR行业成为投资机构的热门投资板块。虚拟现实及增强现实正朝着下一代信息和计算平台的方向快速发展。同时使用者对虚拟现实体验要求变得越来越高时，对引擎底层的开发和优化能力也显得愈加重要。这正是国内众多开发者缺少的。在虚拟现实的时代，中国庞大的用户基数更是发展虚拟现实产业的先天优势。无论国内还是国际，中国和世界站在同一起跑线，虚拟现实与增强现实如何和各个领域结合产生更大的价值，如何能抓住机遇进入这个有着巨大发展前景的行业成为全球技术发展的里程碑，是目前大家所关注的一个焦点。
而通过本课程的学习，主要在协助学生开发虚拟和现实世界的桥接技术，并以此来解决一般生活中不易做到的应用，并能够掌握社会国家的要求，成为该行业中的菁英。而本课程有以下的目标：

1. 了解虚拟现实的发展历史和主要分类，能够选择适当的虚拟现实设备解决实际需求。（支撑毕业要求8）
2. 能够应用虚拟现实技术对生活、安全等管理相关问题进行分析，并获得有效的解决方案。（支撑毕业要求4）
3. 能够多媒体系统与设计的理论，提出多道系统的设计方案，设计满足解决生产管理、行动通讯等问题的程序。（支撑毕业要求4）
4. 能够针对专案管理问题，理解不同的企业管理方案的区别，甄别实际内部的问题与需求并提出解决方案。（支撑毕业要求5）
5. 能够根据系统设计需求，进行团队合作，撰写设计方案，能够清晰的进行陈述发言表达自己的设计思想，与他人进行沟通和交流。（支撑毕业要求9、10）
并透过这些目标，讓学生能够工程知识融会贯通，并具备设计/开发解决方案的能力，最后也能够在教师的引导下，学习如何使用现代工具来对复杂的科学问题进行研究，找到合理有效的方案。
     本专业课的课程目标与毕业要求的关系矩阵如下：



毕业要求

1
2
3
4
5
6
7
8
9
10
11
12
课程目标1







√




课程目标2



√








课程目标3



√








课程目标4




√







课程目标5








√
√



"
2440123,"
本课程为软件工程专业高年级必修。综合实训是软件工程专业本科生教学的一个重要实践环节，是课堂教学的延伸。通过本次实训，让同学们能够综合应用数学、自然科学和专业知识，深入的理解复杂工程问题，通过实际项目能够解决软件开发中的复杂工程问题，深入理解实际工程问题的解决方案，以便学生在走向工作岗位后能够尽快完成从一个学生到工程师的转变。
","
1. 能够综合应用数学、自然科学、工程基础和专业知识解决软件开发中的复杂工程问题，能够在综合考虑系统需求、系统开发周期、系统的维护性、计算资源、可靠性等诸多因素下设计、开发并实现一个软件系统（或者系统中的部分模块设计）。（支撑毕业要求3.3）
2. 学生能够在企业与企业开发团队紧密合作，通过企业开发团队的指导能够在开发实际工程项目过程中全面合理的评估项目可能涉及到的社会、健康、安全、法律、文化以及环境等因素的影响。（支撑毕业要求5.3）
3. 学生能够在企业与企业开发团队紧密合作，通过企业开发团队的指导能够深入理解合格软件工程师所应该具备的社会公德和职业道德，能够在企业实际项目开发过程中深入学习工程师的应遵循的职业规范，优秀工程师所应具备的职业道德和职业行为。（支撑毕业要求10.2）
4. 学生在企业实训过程中跟企业团队紧密配合，根据企业导师的指导完成项目团队的组建，全面了解项目团队的工作运行，在项目开发过程中充分理解在软件工程实践项目中的个人与团队的关系，理解个人和团队的利益统一性，充分了解团队中各个成员的工作职责和作用，全面了解团队的组建、运行过程。（支撑毕业要求11.1）
5. 学生在企业实训过程中跟企业团队紧密合作，根据企业导师统一安排与相关学科中的成员组成团队完成企业实际的工程问题，能够在项目开发过程中根据各自学科背景不同承担不同的角色，在整个项目开发过过程中，学生能够根据不同的角色学习互相配合、执行和团队的领导决策能力。（支撑毕业要求11.2）

"
2440124,"
本课程为计算机科学与技术专业高年级必修。综合实训是计算机科学与技术专业本科生教学的一个重要实践环节，是课堂教学的延伸。通过本次实训，让同学们能够综合应用数学、自然科学和专业知识，深入的理解复杂工程问题，通过实际项目能够解决计算机系统设计及应用开发中的复杂工程问题，深入理解实际工程问题的解决方案，以便学生在走向工作岗位后能够尽快完成从一个学生到工程师的转变。
","
1. 能够综合应用数学、自然科学、工程基础和专业知识解决计算机系统设计及应用开发中的复杂工程问题，能够在综合考虑系统需求、系统开发周期、系统的维护性、计算资源、可靠性等诸多因素下设计、开发并实现一个计算机系统设计或应用开发设计（或者系统中的部分模块设计）。（支撑毕业要求3.3）
2. 学生能够在企业与企业开发团队紧密合作，通过企业开发团队的指导能够在开发实际工程项目过程中全面合理的评估项目可能涉及到的社会、健康、安全、法律、文化以及环境等因素的影响。（支撑毕业要求5.3）
3. 学生能够在企业与企业开发团队紧密合作，通过企业开发团队的指导能够深入理解合格工程师所应该具备的社会公德和职业道德，能够在企业实际项目开发过程中深入学习工程师的应遵循的职业规范，优秀工程师所应具备的职业道德和职业行为。（支撑毕业要求10.2）
4. 学生在企业实训过程中跟企业团队紧密配合，根据企业导师的指导完成项目团队的组建，全面了解项目团队的工作运行，在项目开发过程中充分理解在计算机工程实践项目中的个人与团队的关系，理解个人和团队的利益统一性，充分了解团队中各个成员的工作职责和作用，全面了解团队的组建、运行过程。（支撑毕业要求11.1）
5. 学生在企业实训过程中跟企业团队紧密合作，根据企业导师统一安排与计算机相关学科中的成员组成团队完成企业实际的工程问题，能够在项目开发过程中根据各自学科背景不同承担不同的角色，在整个项目开发过过程中，学生能够根据不同的角色学习互相配合、执行和团队的领导决策能力。（支撑毕业要求11.2）

"
2440124,"
本课程为计算机科学与技术专业高年级必修。综合实训是计算机科学与技术专业本科生教学的一个重要实践环节，是课堂教学的延伸。通过本次实训，让同学们能够综合应用数学、自然科学和专业知识，深入的理解复杂工程问题，通过实际项目能够解决计算机系统设计及应用开发中的复杂工程问题，深入理解实际工程问题的解决方案，以便学生在走向工作岗位后能够尽快完成从一个学生到工程师的转变。
","
1. 能够综合应用数学、自然科学、工程基础和专业知识解决计算机系统设计及应用开发中的复杂工程问题，能够在综合考虑系统需求、系统开发周期、系统的维护性、计算资源、可靠性等诸多因素下设计、开发并实现一个计算机系统设计或应用开发设计（或者系统中的部分模块设计）。（支撑毕业要求3.3）
2. 学生能够在企业与企业开发团队紧密合作，通过企业开发团队的指导能够在开发实际工程项目过程中全面合理的评估项目可能涉及到的社会、健康、安全、法律、文化以及环境等因素的影响。（支撑毕业要求5.3）
3. 学生能够在企业与企业开发团队紧密合作，通过企业开发团队的指导能够深入理解合格工程师所应该具备的社会公德和职业道德，能够在企业实际项目开发过程中深入学习工程师的应遵循的职业规范，优秀工程师所应具备的职业道德和职业行为。（支撑毕业要求10.2）
4. 学生在企业实训过程中跟企业团队紧密配合，根据企业导师的指导完成项目团队的组建，全面了解项目团队的工作运行，在项目开发过程中充分理解在计算机工程实践项目中的个人与团队的关系，理解个人和团队的利益统一性，充分了解团队中各个成员的工作职责和作用，全面了解团队的组建、运行过程。（支撑毕业要求11.1）
5. 学生在企业实训过程中跟企业团队紧密合作，根据企业导师统一安排与计算机相关学科中的成员组成团队完成企业实际的工程问题，能够在项目开发过程中根据各自学科背景不同承担不同的角色，在整个项目开发过过程中，学生能够根据不同的角色学习互相配合、执行和团队的领导决策能力。（支撑毕业要求11.2）

"
2440125,"
“数字逻辑与数字系统”是智能与计算学部的一门大类学科基础课程它主要讲授数字逻辑电路的基本理论、分析和设计方法，是分析和设计包括计算机在内的各类数字系统的基础课程。
通过本课程的学习，能够使学生熟悉并掌握信息的数字化表示、基本逻辑器件的功能以及布尔代数理论；能够掌握组合逻辑电路和时序电路的分析和设计方法；能够掌握使用硬件描述语言和主流EDA工具进行现代化数字电路模块设计的流程和方法，并了解可编程器件的编程技术；以MIPS为例，初步了解指令集体系结构（ISA）的基本概念，在此基础上利用所学的数字电路分析与设计方法，采用主流EDA工具，解决“单周期处理器设计”这一复杂工程问题。
该课程针对当前计算机类专业的学生普遍存在的“吃软怕硬”的问题，旨在培养学生的硬件能力、提升系统能力，真正做到“双腿”走路，以适应人工智能大潮对算力、数据和算法的多重需求。
","
1. 掌握数制、逻辑门的基本概念、布尔代数原理和化简方法、组合逻辑电路和时序逻辑电路的设计技术、基于硬件描述语言SystemVerilog的数字电路设计技术以及指令集体系结构的初步概念；并能够综合利用上述的专业知识设计基本数字模块，最终具备解决如“单周期处理器设计”这类的复杂数字系统设计问题。
2. 能够根据具体工程要求，应用数字电路设计相关方法和技术，提出数字电路系统的设计方案，并能高效的使用SystemVerilog硬件描述语言对数字电路设计方案进行建模和实现，能在设计环节中体现创新意识。
3. 能够针对具体的数字电路系统工程问题，选择与使用EDA开发工具及FPGA可编程阵列，对于数字电路进行建模、仿真和验证。


毕业要求

5.1
5.2
7.1
课程目标1
√


课程目标2

√

课程目标3


√

"
2440125,"
“数字逻辑与数字系统”是智能与计算学部的一门大类学科基础课程它主要讲授数字逻辑电路的基本理论、分析和设计方法，是分析和设计包括计算机在内的各类数字系统的基础课程。
通过本课程的学习，能够使学生熟悉并掌握信息的数字化表示、基本逻辑器件的功能以及布尔代数理论；能够掌握组合逻辑电路和时序电路的分析和设计方法；能够掌握使用硬件描述语言和主流EDA工具进行现代化数字电路模块设计的流程和方法，并了解可编程器件的编程技术；以MIPS为例，初步了解指令集体系结构（ISA）的基本概念，在此基础上利用所学的数字电路分析与设计方法，采用主流EDA工具，解决“单周期处理器设计”这一复杂工程问题。
该课程针对当前计算机类专业的学生普遍存在的“吃软怕硬”的问题，旨在培养学生的硬件能力、提升系统能力，真正做到“双腿”走路，以适应人工智能大潮对算力、数据和算法的多重需求。
","
1. 掌握数制、逻辑门的基本概念、布尔代数原理和化简方法、组合逻辑电路和时序逻辑电路的设计技术、基于硬件描述语言SystemVerilog的数字电路设计技术以及指令集体系结构的初步概念；并能够综合利用上述的专业知识设计基本数字模块，最终具备解决如“单周期处理器设计”这类的复杂数字系统设计问题。
2. 能够根据具体工程要求，应用数字电路设计相关方法和技术，提出数字电路系统的设计方案，并能高效的使用SystemVerilog硬件描述语言对数字电路设计方案进行建模和实现，能在设计环节中体现创新意识。
3. 能够针对具体的数字电路系统工程问题，选择与使用EDA开发工具及FPGA可编程阵列，对于数字电路进行建模、仿真和验证。


毕业要求

5.1
5.2
7.1
课程目标1
√


课程目标2

√

课程目标3


√

"
2440125,"
“数字逻辑与数字系统”是智能与计算学部的一门大类学科基础课程它主要讲授数字逻辑电路的基本理论、分析和设计方法，是分析和设计包括计算机在内的各类数字系统的基础课程。
通过本课程的学习，能够使学生熟悉并掌握信息的数字化表示、基本逻辑器件的功能以及布尔代数理论；能够掌握组合逻辑电路和时序电路的分析和设计方法；能够掌握使用硬件描述语言和主流EDA工具进行现代化数字电路模块设计的流程和方法，并了解可编程器件的编程技术；以MIPS为例，初步了解指令集体系结构（ISA）的基本概念，在此基础上利用所学的数字电路分析与设计方法，采用主流EDA工具，解决“单周期处理器设计”这一复杂工程问题。
该课程针对当前计算机类专业的学生普遍存在的“吃软怕硬”的问题，旨在培养学生的硬件能力、提升系统能力，真正做到“双腿”走路，以适应人工智能大潮对算力、数据和算法的多重需求。
","
1. 掌握数制、逻辑门的基本概念、布尔代数原理和化简方法、组合逻辑电路和时序逻辑电路的设计技术、基于硬件描述语言SystemVerilog的数字电路设计技术以及指令集体系结构的初步概念；并能够综合利用上述的专业知识设计基本数字模块，最终具备解决如“单周期处理器设计”这类的复杂数字系统设计问题。
2. 能够根据具体工程要求，应用数字电路设计相关方法和技术，提出数字电路系统的设计方案，并能高效的使用SystemVerilog硬件描述语言对数字电路设计方案进行建模和实现，能在设计环节中体现创新意识。
3. 能够针对具体的数字电路系统工程问题，选择与使用EDA开发工具及FPGA可编程阵列，对于数字电路进行建模、仿真和验证。


毕业要求

5.1
5.2
7.1
课程目标1
√


课程目标2

√

课程目标3


√

"
2440125,"
“数字逻辑与数字系统”是智能与计算学部的一门大类学科基础课程它主要讲授数字逻辑电路的基本理论、分析和设计方法，是分析和设计包括计算机在内的各类数字系统的基础课程。
通过本课程的学习，能够使学生熟悉并掌握信息的数字化表示、基本逻辑器件的功能以及布尔代数理论；能够掌握组合逻辑电路和时序电路的分析和设计方法；能够掌握使用硬件描述语言和主流EDA工具进行现代化数字电路模块设计的流程和方法，并了解可编程器件的编程技术；以MIPS为例，初步了解指令集体系结构（ISA）的基本概念，在此基础上利用所学的数字电路分析与设计方法，采用主流EDA工具，解决“单周期处理器设计”这一复杂工程问题。
该课程针对当前计算机类专业的学生普遍存在的“吃软怕硬”的问题，旨在培养学生的硬件能力、提升系统能力，真正做到“双腿”走路，以适应人工智能大潮对算力、数据和算法的多重需求。
","
1. 掌握数制、逻辑门的基本概念、布尔代数原理和化简方法、组合逻辑电路和时序逻辑电路的设计技术、基于硬件描述语言SystemVerilog的数字电路设计技术以及指令集体系结构的初步概念；并能够综合利用上述的专业知识设计基本数字模块，最终具备解决如“单周期处理器设计”这类的复杂数字系统设计问题。
2. 能够根据具体工程要求，应用数字电路设计相关方法和技术，提出数字电路系统的设计方案，并能高效的使用SystemVerilog硬件描述语言对数字电路设计方案进行建模和实现，能在设计环节中体现创新意识。
3. 能够针对具体的数字电路系统工程问题，选择与使用EDA开发工具及FPGA可编程阵列，对于数字电路进行建模、仿真和验证。


毕业要求

5.1
5.2
7.1
课程目标1
√


课程目标2

√

课程目标3


√

"
2440125,"
“数字逻辑与数字系统”是智能与计算学部的一门大类学科基础课程它主要讲授数字逻辑电路的基本理论、分析和设计方法，是分析和设计包括计算机在内的各类数字系统的基础课程。
通过本课程的学习，能够使学生熟悉并掌握信息的数字化表示、基本逻辑器件的功能以及布尔代数理论；能够掌握组合逻辑电路和时序电路的分析和设计方法；能够掌握使用硬件描述语言和主流EDA工具进行现代化数字电路模块设计的流程和方法，并了解可编程器件的编程技术；以MIPS为例，初步了解指令集体系结构（ISA）的基本概念，在此基础上利用所学的数字电路分析与设计方法，采用主流EDA工具，解决“单周期处理器设计”这一复杂工程问题。
该课程针对当前计算机类专业的学生普遍存在的“吃软怕硬”的问题，旨在培养学生的硬件能力、提升系统能力，真正做到“双腿”走路，以适应人工智能大潮对算力、数据和算法的多重需求。
","
1. 掌握数制、逻辑门的基本概念、布尔代数原理和化简方法、组合逻辑电路和时序逻辑电路的设计技术、基于硬件描述语言SystemVerilog的数字电路设计技术以及指令集体系结构的初步概念；并能够综合利用上述的专业知识设计基本数字模块，最终具备解决如“单周期处理器设计”这类的复杂数字系统设计问题。
2. 能够根据具体工程要求，应用数字电路设计相关方法和技术，提出数字电路系统的设计方案，并能高效的使用SystemVerilog硬件描述语言对数字电路设计方案进行建模和实现，能在设计环节中体现创新意识。
3. 能够针对具体的数字电路系统工程问题，选择与使用EDA开发工具及FPGA可编程阵列，对于数字电路进行建模、仿真和验证。


毕业要求

5.1
5.2
7.1
课程目标1
√


课程目标2

√

课程目标3


√

"
2440126,"
数据库理论与技术是计算机科学的主要分支之一。现今，数据库是各行业进行数据管理的最有效手段。数据库的力量源于其理论与实践超过40年的发展历程，并集中体现在“数据库管理系统”（简称DBMS）的这种专门软件之中。在DBMS的管理下，数据库用于高效和安全地创建、存储、维护和搜索数据。本课程是计算机科学与技术专业本科生的主干课程之一。
通过本课程的学习，学生能够：
(1) 系统地掌握数据库系统的基本原理和技术，
(2) 熟练使用SQL在一种DBMS上进行各种数据库操作，
(3) 掌握数据库设计的方法，具有根据实际需求设计数据库模式以及针对应用开发数据库系统的能力。

","
1. 理解数据库、数据模型和三级模式的基本概念；理解关系模型和关系代数的基本理论；掌握使用SQL定义数据、查询数据和更新数据。能够写出查询的关系代数表达式；能够根据数据查询和更新需求写出SQL语句。（支撑毕业要求7.1）
2. 理解关系数据库的规范化理论；掌握使用E/R图或UML图建立高层数据模型。能够针对实际领域的数据建模需求进行分析，并应用关系数据库理论作指导进行数据库设计。（支撑毕业要求7.1）
3. 理解约束和触发器体现的数据库完整性；掌握视图和索引的使用；理解服务器环境下的三层体系结构和存储过程；了解关系查询处理和查询优化方法。能够针对实际领域的数据使用需求进行数据库调优，包括建立视图、索引、约束、触发器、存储过程等数据库对象。（支撑毕业要求5.1）
4. 理解数据库的安全性，掌握SQL提供的安全机制；理解数据库恢复和并发控制技术。能够针对实际领域的数据使用需求制定SQL权限授权与回收机制。（支撑毕业要求6.1）
5. 掌握某种开源关系数据库管理系统的基本操作（如PostgreSQL/MySQL），能够以该系统作为实验平台，进行上述课程目标的实验任务。（支撑毕业要求5.1）
课程目标与毕业要求的关系矩阵。
毕业要求
毕业要求指标点
支撑强度
课程目标
5. 设计/开发/建造
5.1能够熟练应用计算机科学与技术领域的基本原理和方法，设计针对复杂计算机工程问题的合理解决方案。
M（0.2）
3、5
6. 研究
6.1 基于基本科学原理掌握针对复杂计算机工程问的科学研究方法。
H（0.3）
4
7. 使用现代工具
7.1 能够针对复杂计算机工程问题的不同需求，开发、选择与使用恰当的技术、资源和软硬件工具。
M（0.1）
1、2

"
2440126,"
数据库理论与技术是计算机科学的主要分支之一。现今，数据库是各行业进行数据管理的最有效手段。数据库的力量源于其理论与实践超过40年的发展历程，并集中体现在“数据库管理系统”（简称DBMS）的这种专门软件之中。在DBMS的管理下，数据库用于高效和安全地创建、存储、维护和搜索数据。本课程是计算机科学与技术专业本科生的主干课程之一。
通过本课程的学习，学生能够：
(1) 系统地掌握数据库系统的基本原理和技术，
(2) 熟练使用SQL在一种DBMS上进行各种数据库操作，
(3) 掌握数据库设计的方法，具有根据实际需求设计数据库模式以及针对应用开发数据库系统的能力。

","
1. 理解数据库、数据模型和三级模式的基本概念；理解关系模型和关系代数的基本理论；掌握使用SQL定义数据、查询数据和更新数据。能够写出查询的关系代数表达式；能够根据数据查询和更新需求写出SQL语句。（支撑毕业要求7.1）
2. 理解关系数据库的规范化理论；掌握使用E/R图或UML图建立高层数据模型。能够针对实际领域的数据建模需求进行分析，并应用关系数据库理论作指导进行数据库设计。（支撑毕业要求7.1）
3. 理解约束和触发器体现的数据库完整性；掌握视图和索引的使用；理解服务器环境下的三层体系结构和存储过程；了解关系查询处理和查询优化方法。能够针对实际领域的数据使用需求进行数据库调优，包括建立视图、索引、约束、触发器、存储过程等数据库对象。（支撑毕业要求5.1）
4. 理解数据库的安全性，掌握SQL提供的安全机制；理解数据库恢复和并发控制技术。能够针对实际领域的数据使用需求制定SQL权限授权与回收机制。（支撑毕业要求6.1）
5. 掌握某种开源关系数据库管理系统的基本操作（如PostgreSQL/MySQL），能够以该系统作为实验平台，进行上述课程目标的实验任务。（支撑毕业要求5.1）
课程目标与毕业要求的关系矩阵。
毕业要求
毕业要求指标点
支撑强度
课程目标
5. 设计/开发/建造
5.1能够熟练应用计算机科学与技术领域的基本原理和方法，设计针对复杂计算机工程问题的合理解决方案。
M（0.2）
3、5
6. 研究
6.1 基于基本科学原理掌握针对复杂计算机工程问的科学研究方法。
H（0.3）
4
7. 使用现代工具
7.1 能够针对复杂计算机工程问题的不同需求，开发、选择与使用恰当的技术、资源和软硬件工具。
M（0.1）
1、2

"
2440126,"
数据库理论与技术是计算机科学的主要分支之一。现今，数据库是各行业进行数据管理的最有效手段。数据库的力量源于其理论与实践超过40年的发展历程，并集中体现在“数据库管理系统”（简称DBMS）的这种专门软件之中。在DBMS的管理下，数据库用于高效和安全地创建、存储、维护和搜索数据。本课程是计算机科学与技术专业本科生的主干课程之一。
通过本课程的学习，学生能够：
(1) 系统地掌握数据库系统的基本原理和技术，
(2) 熟练使用SQL在一种DBMS上进行各种数据库操作，
(3) 掌握数据库设计的方法，具有根据实际需求设计数据库模式以及针对应用开发数据库系统的能力。

","
1. 理解数据库、数据模型和三级模式的基本概念；理解关系模型和关系代数的基本理论；掌握使用SQL定义数据、查询数据和更新数据。能够写出查询的关系代数表达式；能够根据数据查询和更新需求写出SQL语句。（支撑毕业要求7.1）
2. 理解关系数据库的规范化理论；掌握使用E/R图或UML图建立高层数据模型。能够针对实际领域的数据建模需求进行分析，并应用关系数据库理论作指导进行数据库设计。（支撑毕业要求7.1）
3. 理解约束和触发器体现的数据库完整性；掌握视图和索引的使用；理解服务器环境下的三层体系结构和存储过程；了解关系查询处理和查询优化方法。能够针对实际领域的数据使用需求进行数据库调优，包括建立视图、索引、约束、触发器、存储过程等数据库对象。（支撑毕业要求5.1）
4. 理解数据库的安全性，掌握SQL提供的安全机制；理解数据库恢复和并发控制技术。能够针对实际领域的数据使用需求制定SQL权限授权与回收机制。（支撑毕业要求6.1）
5. 掌握某种开源关系数据库管理系统的基本操作（如PostgreSQL/MySQL），能够以该系统作为实验平台，进行上述课程目标的实验任务。（支撑毕业要求5.1）
课程目标与毕业要求的关系矩阵。
毕业要求
毕业要求指标点
支撑强度
课程目标
5. 设计/开发/建造
5.1能够熟练应用计算机科学与技术领域的基本原理和方法，设计针对复杂计算机工程问题的合理解决方案。
M（0.2）
3、5
6. 研究
6.1 基于基本科学原理掌握针对复杂计算机工程问的科学研究方法。
H（0.3）
4
7. 使用现代工具
7.1 能够针对复杂计算机工程问题的不同需求，开发、选择与使用恰当的技术、资源和软硬件工具。
M（0.1）
1、2

"
,"
数据库理论与技术是计算机科学的主要分支之一。现今，数据库是各行业进行数据管理的最有效手段。数据库的力量源于其理论与实践超过40年的发展历程，并集中体现在“数据库管理系统”（简称DBMS）的这种专门软件之中。在DBMS的管理下，数据库用于高效和安全地创建、存储、维护和搜索数据。本课程是计算机科学与技术专业本科生的主干课程之一。
通过本课程的学习，学生能够：
(1) 系统地掌握数据库系统的基本原理和技术，
(2) 熟练使用SQL在一种DBMS上进行各种数据库操作，
(3) 掌握数据库设计的方法，具有根据实际需求设计数据库模式以及针对应用开发数据库系统的能力。

","
1. 理解数据库、数据模型和三级模式的基本概念；理解关系模型和关系代数的基本理论；掌握使用SQL定义数据、查询数据和更新数据。能够写出查询的关系代数表达式；能够根据数据查询和更新需求写出SQL语句。（支撑毕业要求7.1）
2. 理解关系数据库的规范化理论；掌握使用E/R图或UML图建立高层数据模型。能够针对实际领域的数据建模需求进行分析，并应用关系数据库理论作指导进行数据库设计。（支撑毕业要求7.1）
3. 理解约束和触发器体现的数据库完整性；掌握视图和索引的使用；理解服务器环境下的三层体系结构和存储过程；了解关系查询处理和查询优化方法。能够针对实际领域的数据使用需求进行数据库调优，包括建立视图、索引、约束、触发器、存储过程等数据库对象。（支撑毕业要求5.1）
4. 理解数据库的安全性，掌握SQL提供的安全机制；理解数据库恢复和并发控制技术。能够针对实际领域的数据使用需求制定SQL权限授权与回收机制。（支撑毕业要求6.1）
5. 掌握某种开源关系数据库管理系统的基本操作（如PostgreSQL/MySQL），能够以该系统作为实验平台，进行上述课程目标的实验任务。（支撑毕业要求5.1）
课程目标与毕业要求的关系矩阵。
毕业要求
毕业要求指标点
支撑强度
课程目标
5. 设计/开发/建造
5.1能够熟练应用计算机科学与技术领域的基本原理和方法，设计针对复杂计算机工程问题的合理解决方案。
M（0.2）
3、5
6. 研究
6.1 基于基本科学原理掌握针对复杂计算机工程问的科学研究方法。
H（0.3）
4
7. 使用现代工具
7.1 能够针对复杂计算机工程问题的不同需求，开发、选择与使用恰当的技术、资源和软硬件工具。
M（0.1）
1、2

"
2440126,"
数据库理论与技术是计算机科学的主要分支之一。现今，数据库是各行业进行数据管理的最有效手段。数据库的力量源于其理论与实践超过40年的发展历程，并集中体现在“数据库管理系统”（简称DBMS）的这种专门软件之中。在DBMS的管理下，数据库用于高效和安全地创建、存储、维护和搜索数据。本课程是计算机科学与技术专业本科生的主干课程之一。
通过本课程的学习，学生能够：
(1) 系统地掌握数据库系统的基本原理和技术，
(2) 熟练使用SQL在一种DBMS上进行各种数据库操作，
(3) 掌握数据库设计的方法，具有根据实际需求设计数据库模式以及针对应用开发数据库系统的能力。

","
1. 理解数据库、数据模型和三级模式的基本概念；理解关系模型和关系代数的基本理论；掌握使用SQL定义数据、查询数据和更新数据。能够写出查询的关系代数表达式；能够根据数据查询和更新需求写出SQL语句。（支撑毕业要求7.1）
2. 理解关系数据库的规范化理论；掌握使用E/R图或UML图建立高层数据模型。能够针对实际领域的数据建模需求进行分析，并应用关系数据库理论作指导进行数据库设计。（支撑毕业要求7.1）
3. 理解约束和触发器体现的数据库完整性；掌握视图和索引的使用；理解服务器环境下的三层体系结构和存储过程；了解关系查询处理和查询优化方法。能够针对实际领域的数据使用需求进行数据库调优，包括建立视图、索引、约束、触发器、存储过程等数据库对象。（支撑毕业要求5.1）
4. 理解数据库的安全性，掌握SQL提供的安全机制；理解数据库恢复和并发控制技术。能够针对实际领域的数据使用需求制定SQL权限授权与回收机制。（支撑毕业要求6.1）
5. 掌握某种开源关系数据库管理系统的基本操作（如PostgreSQL/MySQL），能够以该系统作为实验平台，进行上述课程目标的实验任务。（支撑毕业要求5.1）
课程目标与毕业要求的关系矩阵。
毕业要求
毕业要求指标点
支撑强度
课程目标
5. 设计/开发/建造
5.1能够熟练应用计算机科学与技术领域的基本原理和方法，设计针对复杂计算机工程问题的合理解决方案。
M（0.2）
3、5
6. 研究
6.1 基于基本科学原理掌握针对复杂计算机工程问的科学研究方法。
H（0.3）
4
7. 使用现代工具
7.1 能够针对复杂计算机工程问题的不同需求，开发、选择与使用恰当的技术、资源和软硬件工具。
M（0.1）
1、2

"
